id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,state,zipcode,market,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,calculated_host_listings_count,reviews_per_month
7456890,3294478,17/08/2012,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34740738,-71.07267289,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$229.00,,,,$50.00,1,$0.00,2,1125,today,,2,5,8,14,06/09/2016,7,94,f,f,strict,1,0.52
8987722,6103953,26/04/2013,"Boston, Massachusetts, United States",within an hour,100%,100%,f,4,4,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34425636,-71.06330675,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$154.00,,,$300.00,$90.00,1,$0.00,2,1125,5 days ago,,4,31,57,84,06/09/2016,51,93,f,t,moderate,4,4.9
9208166,47889779,01/11/2015,"Boston, Massachusetts, United States",within an hour,86%,100%,t,3,3,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34435009,-71.06362034,t,Apartment,Entire home/apt,6,2,2,3,Real Bed,$236.00,,,$250.00,$99.00,1,$0.00,2,1125,today,,10,17,47,137,06/09/2016,42,96,f,t,moderate,3,4.23
7540480,38611099,15/07/2015,US,within a few hours,100%,100%,f,2,2,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.34370147,-71.06921833,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$175.00,,,$250.00,$80.00,2,$35.00,2,90,today,,11,33,63,338,06/09/2016,54,94,f,f,strict,2,4.44
14918869,93363670,03/09/2016,US,N/A,N/A,N/A,f,1,1,"['email', 'phone']",t,f,South End,Boston,MA,,Boston,"Boston, MA",42.33595845,-71.07507958,f,Apartment,Shared room,1,1,1,1,Real Bed,$60.00,,,,$6.00,1,$15.00,1,1125,today,,30,60,90,365,06/09/2016,0,,f,f,flexible,1,
7921131,12243051,14/02/2014,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34487888,-71.06312885,t,Condominium,Entire home/apt,4,1,1,2,Real Bed,$229.00,,,,$80.00,2,$10.00,3,1125,today,,11,21,21,21,06/09/2016,17,91,f,t,strict,58,1.4
8988506,6103953,26/04/2013,"Boston, Massachusetts, United States",within an hour,100%,100%,f,4,4,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34443022,-71.06251625,t,Apartment,Entire home/apt,6,2,2,3,Real Bed,$234.00,,,$300.00,$99.00,1,$0.00,1,1125,5 days ago,,7,22,22,85,06/09/2016,57,94,f,t,moderate,4,5.61
7634365,12243051,14/02/2014,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34485683,-71.0621073,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$329.00,,,$400.00,$100.00,2,$10.00,3,1125,today,,8,8,8,8,06/09/2016,29,96,f,t,strict,58,2.23
7358714,12243051,14/02/2014,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34538511,-71.06362273,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$209.00,,,$400.00,$95.00,1,$10.00,3,1125,today,,13,26,26,26,06/09/2016,1,80,f,t,strict,58,0.12
2326445,912631,02/08/2011,"Boston, Massachusetts, United States",within a few hours,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34169589,-71.06889225,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$195.00,"$1,250.00","$3,900.00",$250.00,$60.00,2,$0.00,3,90,today,,6,16,46,46,06/09/2016,56,96,f,f,moderate,1,1.8
8518665,12243051,14/02/2014,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34634242,-71.06385899,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$169.00,,,$400.00,$95.00,2,$10.00,3,1125,today,,13,13,13,13,06/09/2016,1,100,f,t,strict,58,0.09
13494185,75997654,05/06/2016,US,within an hour,100%,97%,f,4,4,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34445533,-71.07411174,t,Townhouse,Entire home/apt,2,1,0,1,Real Bed,$145.00,,,,$50.00,2,$25.00,2,1125,2 days ago,,2,7,21,134,06/09/2016,5,96,f,f,strict,4,2.73
10427199,48494513,08/11/2015,"Boston, Massachusetts, United States",within a few hours,91%,94%,f,11,11,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.34341556,-71.07951597,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$219.00,,,,,1,$0.00,2,1125,3 weeks ago,,2,19,34,149,06/09/2016,22,90,f,f,strict,11,2.99
851927,2204348,23/04/2012,"Boston, Massachusetts, United States",within a few hours,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34559448,-71.0748806,t,Apartment,Entire home/apt,1,1,1,1,Real Bed,$150.00,$875.00,"$3,500.00",,$150.00,1,$0.00,14,365,3 weeks ago,,6,26,56,331,06/09/2016,7,100,f,f,strict,1,0.74
12287958,32532791,03/05/2015,"Boston, Massachusetts, United States",within an hour,100%,91%,f,37,37,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2116,Boston,"Boston, MA",42.34382074,-71.07536875,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$215.00,,,,$25.00,1,$0.00,3,1125,today,,2,11,11,156,06/09/2016,1,100,f,f,strict,20,0.23
4461901,22348222,09/10/2014,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.3446768,-71.07762315,t,Apartment,Private room,2,1,1,1,Real Bed,$155.00,,,,$225.00,1,$0.00,7,1125,2 weeks ago,,13,43,73,348,06/09/2016,2,100,f,f,strict,50,0.13
5714786,1444340,26/11/2011,"Boston, Massachusetts, United States",within a day,98%,68%,f,24,24,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34222018,-71.08026313,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$138.00,,,$500.00,$75.00,1,$0.00,2,1125,1 week ago,,2,21,46,321,06/09/2016,12,70,f,f,strict,24,0.7
13713143,32532791,03/05/2015,"Boston, Massachusetts, United States",within an hour,100%,91%,f,37,37,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2116,Boston,"Boston, MA",42.34715258,-71.07190312,t,Townhouse,Private room,2,1,1,1,Real Bed,$170.00,,,,$25.00,1,$0.00,3,1125,today,,3,16,16,16,06/09/2016,0,,f,f,strict,20,
1277618,6953578,17/06/2013,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34111124,-71.07029311,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$170.00,$880.00,,$200.00,$50.00,2,$50.00,3,1125,3 days ago,,7,21,21,21,06/09/2016,5,84,f,f,strict,1,0.13
9731479,19013294,28/07/2014,"Boston, Massachusetts, United States",within an hour,100%,100%,f,3,3,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.34567869,-71.06943202,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$195.00,,,$250.00,$50.00,2,$30.00,2,1125,3 days ago,,5,23,48,80,06/09/2016,35,94,f,f,strict,1,4.98
1899770,2120544,11/04/2012,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.3402452,-71.07663628,t,Apartment,Private room,2,1,1,1,Real Bed,$125.00,$714.00,,$220.00,$40.00,1,$0.00,2,10,5 months ago,,0,0,0,0,06/09/2016,7,97,f,t,strict,1,0.68
13707814,56744818,30/01/2016,US,within an hour,100%,70%,f,1,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.33902208,-71.07704211,t,Condominium,Entire home/apt,3,1,2,2,Real Bed,$250.00,,,$100.00,$60.00,3,$50.00,2,1125,2 weeks ago,,0,4,4,4,06/09/2016,2,100,f,f,strict,1,1.13
2916208,14892598,29/04/2014,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.3409612,-71.06641321,t,Apartment,Private room,1,1,1,1,Real Bed,$100.00,,"$1,600.00",,,1,$0.00,30,1125,today,,0,0,0,248,06/09/2016,26,92,f,f,moderate,1,0.91
8082512,22348222,09/10/2014,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34468465,-71.07663304,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$137.00,,,,$225.00,1,$0.00,7,1125,6 weeks ago,,0,5,35,310,06/09/2016,1,100,f,f,strict,50,0.09
8403945,22348222,09/10/2014,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34561287,-71.07698748,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$137.00,,,,$225.00,1,$0.00,7,1125,4 months ago,,0,5,35,310,06/09/2016,0,,f,f,strict,50,
8686165,12243051,14/02/2014,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34632376,-71.06301627,t,Condominium,Entire home/apt,4,1,1,2,Real Bed,$199.00,,,$400.00,$95.00,2,$10.00,3,1125,today,,20,45,45,45,06/09/2016,14,91,f,t,strict,58,1.33
4750791,508268,14/04/2011,"Boston, Massachusetts, United States",within a few hours,100%,87%,t,12,12,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.33766125,-71.07280868,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$239.00,,"$5,450.00",,,2,$25.00,3,89,2 days ago,,4,14,25,292,06/09/2016,16,93,f,f,strict,12,0.91
8846202,2405780,18/05/2012,"Boston, Massachusetts, United States",within a day,92%,93%,f,1,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2116,Boston,"Boston, MA",42.346417,-71.07314861,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$185.00,$995.00,"$3,295.00",$150.00,$75.00,1,$25.00,3,1125,a week ago,,3,15,45,135,06/09/2016,11,98,f,f,moderate,1,1.74
2292495,9653086,27/10/2013,"Boston, Massachusetts, United States",within a few hours,100%,75%,f,11,11,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34032333,-71.07571534,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$175.00,$800.00,"$2,700.00",,$125.00,1,$0.00,1,1125,today,,5,21,44,319,06/09/2016,27,93,f,f,strict,6,1.12
13171246,558997,05/05/2011,"Boston, Massachusetts, United States",within a day,100%,67%,f,1,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.33918322,-71.0781845,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$200.00,,,,$40.00,1,$0.00,2,1125,6 weeks ago,,0,0,0,0,06/09/2016,4,95,f,f,strict,1,1.43
1489289,7964081,05/08/2013,"Boston, Massachusetts, United States",within an hour,100%,86%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.33663178,-71.07488543,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$175.00,,,$150.00,$25.00,1,$0.00,1,1125,a week ago,,0,0,0,248,06/09/2016,39,93,f,f,strict,1,1.61
14591627,90491687,17/08/2016,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.33811322,-71.0782187,t,Condominium,Private room,3,1.5,1,2,Real Bed,$125.00,,,$100.00,$30.00,2,$20.00,1,90,today,,1,11,27,68,06/09/2016,4,100,f,f,moderate,1,4
12384469,10757098,22/12/2013,"Marshfield, Massachusetts, United States",within a few hours,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.33651866,-71.06969886,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00,,,$500.00,$50.00,2,$50.00,5,120,4 weeks ago,,2,2,2,2,06/09/2016,1,100,f,f,flexible,1,0.79
8206536,22348222,09/10/2014,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.3449073,-71.07523415,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$150.00,,,,$225.00,1,$0.00,7,1125,today,,0,0,3,278,06/09/2016,0,,f,f,strict,50,
9933886,51060208,11/12/2015,"Boston, Massachusetts, United States",within a day,90%,76%,f,1,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2116,Boston,"Boston, MA",42.34707029,-71.07089196,t,Dorm,Private room,2,1,1,1,Real Bed,$75.00,,,,,1,$0.00,1,1125,5 weeks ago,,11,11,27,116,06/09/2016,23,83,f,f,flexible,1,3.35
7205210,37726868,06/07/2015,"Boston, Massachusetts, United States",within an hour,100%,100%,t,1,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.34053697,-71.07174927,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$200.00,,,,,2,$25.00,1,1125,3 weeks ago,,0,0,2,122,06/09/2016,11,100,f,f,moderate,1,0.81
13318173,75303372,01/06/2016,"Boston, Massachusetts, United States",within a few hours,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34136957,-71.07886726,t,Apartment,Entire home/apt,3,1,2,2,Real Bed,$275.00,,,,,2,$25.00,2,5,5 days ago,,0,0,5,5,06/09/2016,7,100,f,f,flexible,1,2.41
8992733,46973308,19/10/2015,US,N/A,N/A,N/A,f,1,1,"['email', 'phone']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.33828328,-71.07136231,t,Apartment,Private room,1,1,1,1,Real Bed,$120.00,,,,,1,$0.00,1,1125,11 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
5783197,4552954,02/01/2013,"Boston, Massachusetts, United States",within a few hours,100%,83%,t,3,3,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34289559,-71.07423168,t,Apartment,Entire home/apt,5,2,3,4,Real Bed,$600.00,,,$500.00,,4,$0.00,3,1125,today,,18,48,74,331,06/09/2016,35,99,f,f,moderate,3,2.08
7796658,2064438,03/04/2012,"Boston, Massachusetts, United States",within a day,100%,100%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34436997,-71.06547544,f,Apartment,Private room,2,1,1,1,Real Bed,$125.00,,,,$15.00,1,$0.00,1,1125,2 months ago,,0,0,0,0,06/09/2016,10,94,f,f,flexible,2,0.77
11588543,16681075,11/06/2014,"Somerville, Massachusetts, United States",within an hour,100%,100%,t,2,2,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.33713722,-71.07672505,t,Apartment,Entire home/apt,3,1,2,2,Real Bed,$265.00,,,$500.00,$55.00,3,$35.00,2,1125,today,,12,18,34,306,06/09/2016,42,96,f,t,moderate,1,7.16
1275498,5430185,12/03/2013,"Brookline, Massachusetts, United States",within an hour,100%,100%,t,6,6,"['phone', 'facebook', 'reviews', 'jumio']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.34419543,-71.07363011,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$160.00,,"$3,100.00",$400.00,$200.00,2,$40.00,32,1125,6 weeks ago,,0,0,0,252,06/09/2016,15,89,f,f,strict,4,0.4
8025718,22348222,09/10/2014,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34341272,-71.07604008,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$155.00,,,,$225.00,1,$0.00,7,1125,3 months ago,,0,0,25,300,06/09/2016,3,93,f,f,strict,50,0.25
7476340,22348222,09/10/2014,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34323062,-71.07748715,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$137.00,,,,$225.00,1,$0.00,7,1125,4 months ago,,0,5,35,310,06/09/2016,0,,f,f,strict,50,
4879702,4776690,20/01/2013,"Boston, Massachusetts, United States",within an hour,100%,94%,f,4,4,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34191419,-71.0808063,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$99.00,"$1,250.00","$4,235.00",$400.00,$75.00,2,$25.00,2,1125,today,,0,0,0,0,06/09/2016,20,98,f,f,strict,4,1.39
225224,85770,26/02/2010,"Boston, Massachusetts, United States",within a few hours,100%,96%,f,5,5,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34642847,-71.0750299,t,House,Private room,1,,1,1,Real Bed,$98.00,$625.00,,,$10.00,1,$0.00,1,365,today,,11,28,54,329,06/09/2016,184,91,f,f,moderate,5,3.09
7694559,22348222,09/10/2014,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.3451341,-71.07513462,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$150.00,,,,$225.00,1,$0.00,7,1125,6 weeks ago,,0,21,51,326,06/09/2016,0,,f,f,strict,50,
12253029,42868503,29/08/2015,"Boston, Massachusetts, United States",within a day,80%,55%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34253285,-71.07051706,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$125.00,,,$200.00,$45.00,1,$0.00,1,1125,3 days ago,,0,0,3,3,06/09/2016,8,97,f,f,flexible,1,1.68
7714627,20627610,27/08/2014,"Boston, Massachusetts, United States",within a few hours,100%,100%,t,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34384143,-71.07182664,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$235.00,"$1,400.00","$5,000.00",$200.00,$70.00,2,$15.00,2,1125,a week ago,,9,16,46,321,06/09/2016,66,98,f,f,strict,1,5.34
12890156,38438502,14/07/2015,"Charleston, South Carolina, United States",within a day,68%,73%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.33931504,-71.07788277,f,Apartment,Entire home/apt,4,1,1,1,Real Bed,$149.00,,,,$20.00,3,$20.00,1,3,a week ago,,4,19,49,324,06/09/2016,13,92,f,f,strict,1,3.64
5074924,814298,13/07/2011,"Boston, Massachusetts, United States",within a few hours,98%,66%,f,22,22,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34237255,-71.07922266,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$100.00,,,$500.00,$75.00,1,$0.00,2,1125,1 week ago,,7,29,50,325,06/09/2016,55,84,f,f,strict,19,3.08
2372987,814298,13/07/2011,"Boston, Massachusetts, United States",within a few hours,98%,66%,f,22,22,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.3367125,-71.07545754,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$164.00,,,$500.00,$100.00,1,$0.00,3,365,6 days ago,,2,11,29,304,06/09/2016,39,86,f,f,strict,19,1.26
7368611,38611099,15/07/2015,US,within a few hours,100%,100%,f,2,2,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.34551716,-71.06939493,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$185.00,,,$250.00,$80.00,2,$35.00,2,30,today,,11,34,48,323,06/09/2016,37,92,f,f,strict,2,3.06
3601030,3689882,27/09/2012,"Tel-Aviv, Israel ",within an hour,100%,100%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.343792,-71.07285899,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,$250.00,"$1,690.00","$5,960.00",,$95.00,1,$0.00,3,1125,3 weeks ago,,4,5,18,293,06/09/2016,77,97,f,f,flexible,1,3.06
9841645,18683719,22/07/2014,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2118,Boston,"Boston, MA",42.33547304,-71.07502102,t,Apartment,Private room,2,1,1,1,Real Bed,$100.00,,,$95.00,$30.00,1,$0.00,1,1125,9 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
14414330,56983370,01/02/2016,"Boston, Massachusetts, United States",within a few hours,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34180498,-71.07982968,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$275.00,,,,,1,$0.00,1,1125,a week ago,,15,45,75,350,06/09/2016,1,100,f,f,flexible,1,1
4860853,814298,13/07/2011,"Boston, Massachusetts, United States",within a few hours,98%,66%,f,22,22,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.3411334,-71.08001119,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$225.00,,,$500.00,$75.00,1,$0.00,2,1125,1 week ago,,0,19,45,320,06/09/2016,21,80,f,f,strict,19,1.17
5532549,26379614,19/01/2015,"Boston, Massachusetts, United States",within a few hours,90%,83%,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34515972,-71.07167347,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,$250.00,,,,$50.00,4,$100.00,1,1125,6 weeks ago,,1,1,1,1,06/09/2016,4,95,f,f,strict,1,0.85
8631257,14299534,15/04/2014,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['phone', 'jumio']",t,f,South End,Boston,MA,2116,Boston,"Boston, MA",42.34618796,-71.07314898,t,Loft,Private room,1,1.5,1,1,Real Bed,$50.00,$650.00,,$100.00,$15.00,2,$20.00,1,1125,9 months ago,,0,0,0,0,06/09/2016,0,,f,f,strict,1,
9663423,22543302,14/10/2014,"Boston, Massachusetts, United States",within an hour,100%,0%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.34298635,-71.0703004,f,Condominium,Entire home/apt,3,1,1,1,Real Bed,$115.00,,,$100.00,$35.00,1,$0.00,4,1125,4 days ago,,0,0,0,4,06/09/2016,6,100,f,f,strict,1,1.06
6763409,22348222,09/10/2014,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34343807,-71.07688356,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$150.00,,,,$225.00,1,$0.00,7,1125,5 months ago,,5,35,65,340,06/09/2016,3,67,f,f,strict,50,0.27
3289921,2212661,24/04/2012,"Boston, Massachusetts, United States",within an hour,100%,0%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.33519277,-71.07495094,t,Apartment,Entire home/apt,4,1,0,2,Real Bed,$170.00,$800.00,"$2,500.00",$200.00,$40.00,2,$10.00,4,365,3 weeks ago,,0,0,29,29,06/09/2016,18,88,f,f,moderate,1,0.67
5976821,432317,09/03/2011,"Boston, Massachusetts, United States",within an hour,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34412498,-71.07048304,t,Apartment,Shared room,2,1,1,1,Airbed,$125.00,,,,,1,$40.00,2,1125,4 days ago,,0,21,48,138,06/09/2016,59,97,f,t,moderate,1,3.51
8680170,5678580,29/03/2013,US,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,MA,2116,Boston,"Boston, MA",42.3452162,-71.07185953,t,Apartment,Entire home/apt,2,2,2,1,Real Bed,$250.00,,,$95.00,,1,$0.00,2,1125,2 weeks ago,,0,0,0,39,06/09/2016,2,100,f,f,flexible,1,0.18
11841986,12243051,14/02/2014,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,South End,Boston,MA,2116,Boston,"Boston, MA",42.34473148,-71.07090818,t,Apartment,Entire home/apt,4,1,2,3,Real Bed,$229.00,,,$400.00,$95.00,2,$10.00,3,1125,today,,16,27,52,79,06/09/2016,9,73,f,t,strict,58,2.23
6287797,14980002,05/05/2015,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,MA,2118,Boston,"Boston, MA",42.33767013,-71.07640773,t,Apartment,Private room,2,1,1,1,Real Bed,$90.00,$540.00,,,$45.00,1,$0.00,2,1125,4 months ago,,0,0,0,0,06/09/2016,1,100,f,f,moderate,1,0.06
