id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,state,zipcode,market,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,calculated_host_listings_count,reviews_per_month
10653150,25308015,28/12/2014,"Boston, Massachusetts, United States",within an hour,100%,100%,f,3,3,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35807845,-71.06472919,f,Condominium,Entire home/apt,4,1,2,2,Real Bed,$160.00,,,,,2,$20.00,2,1125,today,,6,22,45,284,06/09/2016,41,85,f,t,strict,3,5.57
4787359,362507,25/01/2011,"Istanbul, Istanbul, Turkey",within an hour,100%,100%,f,2,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.36054102,-71.06885722,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$250.00,"$1,750.00","$5,500.00","$1,000.00",$150.00,2,$75.00,1,1125,5 days ago,,6,29,59,86,06/09/2016,18,90,f,f,strict,1,0.91
3050565,7000428,19/06/2013,"Boston, Massachusetts, United States",within an hour,100%,0%,f,4,4,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.36056405,-71.06531415,t,Apartment,Private room,1,2,1,1,Real Bed,$90.00,,,,$30.00,1,$0.00,3,1125,7 months ago,,0,0,4,279,06/09/2016,23,91,f,f,strict,4,0.83
13306811,31455667,18/04/2015,"Boston, Massachusetts, United States",within an hour,100%,100%,t,1,1,"['email', 'phone', 'reviews']",t,f,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.36013879,-71.064072,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$129.00,,,,$28.00,0,$0.00,2,1125,today,,0,3,7,7,06/09/2016,37,96,f,t,moderate,1,11.68
7553969,23531248,09/11/2014,"Boston, Massachusetts, United States",within a few hours,100%,58%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35946466,-71.0710648,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$140.00,,,"$1,000.00",$50.00,1,$0.00,2,1125,a week ago,,1,1,1,1,06/09/2016,5,96,f,f,strict,1,0.39
11701611,62197455,09/03/2016,"Redwood City, California, United States",within a few hours,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2108,Boston,"Boston, MA",42.35656319,-71.06996597,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$210.00,,,$250.00,$90.00,1,$0.00,3,1125,2 weeks ago,,0,3,18,18,06/09/2016,8,95,f,f,moderate,1,2.31
7244031,22052842,02/10/2014,"Boston, Massachusetts, United States",within a day,100%,25%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.36002601,-71.06484687,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$125.00,$600.00,,,$35.00,2,$25.00,3,1125,4 weeks ago,,0,0,0,0,06/09/2016,6,97,f,f,strict,1,0.43
4032756,20907980,03/09/2014,"Boston, Massachusetts, United States",within a few hours,100%,87%,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.36057009,-71.06815774,t,Apartment,Entire home/apt,2,1,1,2,Real Bed,$188.00,"$1,050.00","$3,500.00",$500.00,$50.00,2,$0.00,5,1125,today,,10,22,48,48,06/09/2016,18,96,f,f,strict,1,0.77
9078998,9240628,05/10/2013,"Boston, Massachusetts, United States",within a day,67%,100%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35867253,-71.07007546,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00,,,,$40.00,1,$0.00,3,1125,2 months ago,,0,0,0,0,06/09/2016,7,97,f,f,moderate,1,1.09
6326257,9410008,13/10/2013,"Boston, Massachusetts, United States",within an hour,100%,99%,t,15,15,"['email', 'phone', 'google', 'amex', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.36110703,-71.07029268,t,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,$375.00,,,$425.00,$125.00,4,$40.00,3,45,today,,14,41,65,340,06/09/2016,62,98,f,t,strict,15,4.08
3377100,7629859,21/07/2013,"Boston, Massachusetts, United States",within an hour,100%,100%,t,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.3566927,-71.07297138,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$245.00,"$1,750.00",,$200.00,$80.00,2,$25.00,3,365,2 weeks ago,,0,0,19,286,06/09/2016,60,98,f,t,strict,1,2.24
11306586,5618949,25/03/2013,"Boston, Massachusetts, United States",within an hour,100%,94%,f,11,11,"['email', 'phone', 'reviews']",t,f,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35876537,-71.06430905,t,Apartment,Entire home/apt,2,1,0,2,Real Bed,$150.00,,,$100.00,,2,$0.00,2,1125,5 weeks ago,,2,10,28,298,06/09/2016,26,90,f,f,strict,11,4.48
7342359,32228249,29/04/2015,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'jumio']",t,f,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35990756,-71.0687935,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$250.00,,,$200.00,$80.00,2,$50.00,1,1125,14 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
7996844,690922,11/06/2011,"Boston, Massachusetts, United States",within an hour,100%,100%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35668074,-71.07155808,t,Apartment,Private room,2,1,1,1,Real Bed,$130.00,$800.00,"$2,700.00",$200.00,$50.00,1,$20.00,2,1125,4 days ago,,13,40,59,334,06/09/2016,33,90,f,t,strict,2,2.66
14124430,21184200,10/09/2014,"Boston, Massachusetts, United States",within an hour,99%,81%,f,30,30,"['email', 'phone', 'amex', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.3597596,-71.06759513,t,Apartment,Entire home/apt,7,1,2,3,Real Bed,$250.00,,,$150.00,$65.00,3,$50.00,1,1125,5 days ago,,17,45,75,350,06/09/2016,3,100,f,f,strict,24,2.31
8471852,6065334,23/04/2013,US,within a few hours,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2113,Boston,"Boston, MA",42.36077606,-71.06445564,t,Apartment,Entire home/apt,1,1,1,1,Real Bed,$120.00,,"$2,450.00",$150.00,$25.00,0,$0.00,1,1125,3 days ago,,0,1,1,271,06/09/2016,28,99,f,f,moderate,1,2.41
12143408,19035416,28/07/2014,"Boston, Massachusetts, United States",within a day,60%,96%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2108,Boston,"Boston, MA",42.35767007,-71.06902611,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$220.00,,,,,1,$0.00,2,1125,today,,9,23,49,323,06/09/2016,4,100,f,f,flexible,1,1.4
8782592,14587487,22/04/2014,"Boston, Massachusetts, United States",within a day,70%,77%,t,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2108,Boston,"Boston, MA",42.35897242,-71.06944362,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$300.00,,,,$82.00,1,$0.00,2,1125,2 weeks ago,,0,3,8,18,06/09/2016,10,94,f,f,strict,2,1.2
10470115,51673899,18/12/2015,"Boston, Massachusetts, United States",within a day,77%,33%,f,16,16,"['email', 'phone', 'reviews']",t,f,Beacon Hill,Boston,MA,2108,Boston,"Boston, MA",42.35909773,-71.07124754,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$199.00,,,,,1,$0.00,2,1125,7 weeks ago,,23,50,80,340,06/09/2016,3,93,f,f,strict,14,0.43
7635616,22348222,09/10/2014,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,52,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.3596006,-71.06390774,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$155.00,,,,$225.00,1,$0.00,7,1125,3 weeks ago,,4,4,34,309,06/09/2016,5,100,f,f,strict,50,0.49
1886037,1587128,09/01/2012,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.36056065,-71.07140572,t,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,$230.00,"$1,600.00","$4,200.00","$1,000.00",$100.00,1,$0.00,7,1125,13 months ago,,0,0,0,0,06/09/2016,1,100,f,f,flexible,1,0.07
11343485,4020046,31/10/2012,"Boston, Massachusetts, United States",within an hour,95%,100%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.36077623,-71.06492874,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,$159.00,,,$200.00,$19.00,2,$0.00,1,1125,yesterday,,2,2,2,2,06/09/2016,14,86,f,f,flexible,1,9.55
8537786,44948848,23/09/2015,"Boston, Massachusetts, United States",within an hour,100%,92%,f,2,2,"['email', 'phone', 'reviews']",t,f,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.36035143,-71.06727344,t,Townhouse,Private room,1,2,1,1,Real Bed,$202.00,,,,$30.00,1,$0.00,1,1125,2 weeks ago,,30,60,90,365,06/09/2016,14,64,f,f,flexible,1,1.21
9273978,814298,13/07/2011,"Boston, Massachusetts, United States",within a few hours,98%,66%,f,22,22,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35776698,-71.07210012,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$229.00,,,$500.00,$100.00,1,$0.00,2,1125,2 weeks ago,,10,35,65,340,06/09/2016,5,100,f,f,strict,19,0.82
14407094,47283683,23/10/2015,"Boston, Massachusetts, United States",within an hour,100%,94%,f,7,7,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35998942,-71.06969178,f,Apartment,Shared room,4,1,1,2,Real Bed,$129.00,,,,$25.00,2,$49.00,3,1125,3 days ago,,12,34,61,335,06/09/2016,1,100,f,t,moderate,7,1
14857569,93035834,01/09/2016,US,N/A,N/A,N/A,f,2,2,"['email', 'phone']",t,f,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35738898,-71.07036385,t,Bed & Breakfast,Private room,1,1,1,1,Real Bed,$79.00,,,,,1,$0.00,2,21,4 days ago,,0,2,20,110,06/09/2016,0,,f,f,flexible,2,
9273395,814298,13/07/2011,"Boston, Massachusetts, United States",within a few hours,98%,66%,f,22,22,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35947329,-71.0721187,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$210.00,,,$500.00,$100.00,1,$0.00,2,1125,2 weeks ago,,2,21,42,317,06/09/2016,7,97,f,f,strict,19,0.81
10945774,51673899,18/12/2015,"Boston, Massachusetts, United States",within a day,77%,33%,f,16,16,"['email', 'phone', 'reviews']",t,f,Beacon Hill,Boston,MA,2108,Boston,"Boston, MA",42.35709462,-71.06919153,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$129.00,,,,,1,$0.00,2,1125,1 week ago,,19,49,79,351,06/09/2016,1,100,f,f,strict,14,1
13993185,83554697,13/07/2016,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.3598051,-71.06881615,f,Apartment,Entire home/apt,4,1,1,1,Real Bed,$200.00,,,,$50.00,1,$0.00,2,28,a week ago,,5,19,46,136,06/09/2016,10,96,f,f,moderate,1,6.12
9274587,1444340,26/11/2011,"Boston, Massachusetts, United States",within a day,98%,68%,f,24,24,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35755878,-71.07171964,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$229.00,,,$500.00,$100.00,1,$0.00,2,1125,1 week ago,,3,19,49,313,06/09/2016,9,89,f,f,strict,24,0.92
6554785,28123912,21/02/2015,"Boston, Massachusetts, United States",within an hour,100%,100%,t,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2108,Boston,"Boston, MA",42.35901849,-71.06304088,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$160.00,"$1,000.00",,$500.00,$110.00,0,$0.00,2,1125,today,,2,4,26,138,06/09/2016,85,96,f,f,strict,2,5.69
2998554,3462813,03/09/2012,"Boston, Massachusetts, United States",within an hour,100%,88%,f,2,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.3610648,-71.06636743,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,$135.00,"$1,400.00",,$400.00,,1,$0.00,4,1125,3 weeks ago,,4,4,4,4,06/09/2016,19,89,f,f,moderate,2,0.7
4359160,324630,21/12/2010,"Boston, Massachusetts, United States",within an hour,100%,100%,f,7,7,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.36107942,-71.06562534,t,Apartment,Entire home/apt,2,1,0,2,Real Bed,$99.00,,,,,1,$0.00,1,30,today,,0,1,22,291,06/09/2016,174,75,f,t,flexible,7,7.7
3392423,3462813,03/09/2012,"Boston, Massachusetts, United States",within an hour,100%,88%,f,2,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35933061,-71.0659257,t,Apartment,Private room,2,1,1,1,Real Bed,$115.00,,,$200.00,,2,$45.00,2,1125,2 weeks ago,,1,1,2,266,06/09/2016,91,95,f,f,moderate,2,3.39
14074739,17887117,09/07/2014,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.36009793,-71.06780061,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$175.00,,,$150.00,$30.00,2,$0.00,2,1125,5 days ago,,7,25,25,25,06/09/2016,1,100,f,f,moderate,1,1
4489490,20857768,02/09/2014,"Boston, Massachusetts, United States",within a few hours,100%,67%,f,15,15,"['email', 'phone', 'reviews', 'jumio']",t,t,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35812767,-71.07123523,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$229.00,,,,,1,$0.00,4,1125,today,,13,43,73,73,06/09/2016,16,94,f,f,strict,10,0.72
508017,2503703,30/05/2012,"Cambridge, Massachusetts, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Beacon Hill,Boston,MA,2108,Boston,"Boston, MA",42.35914496,-71.06785124,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$199.00,,,,,1,$0.00,3,30,today,,3,9,28,298,06/09/2016,156,94,f,t,moderate,1,3.02
8170181,26303242,18/01/2015,"Boston, Massachusetts, United States",within a few hours,100%,100%,f,1,1,"['phone', 'reviews', 'jumio']",t,f,Beacon Hill,Boston,MA,2114,Boston,"Boston, MA",42.35936165,-71.0684191,f,Apartment,Entire home/apt,3,1,1,1,Real Bed,$200.00,"$1,000.00","$3,500.00",,,1,$0.00,2,1125,today,,0,0,4,273,06/09/2016,22,93,f,f,moderate,1,1.87
3068453,2356643,12/05/2012,"Cambridge, Massachusetts, United States",within a few hours,94%,84%,f,18,18,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t,Downtown,Boston,MA,2116,Boston,"Boston, MA",42.35187963,-71.06418053,t,Apartment,Entire home/apt,3,1,0,1,Real Bed,$133.00,$375.00,"$1,323.00",$100.00,$45.00,1,$15.00,1,1125,today,,1,6,26,299,06/09/2016,74,80,f,f,moderate,7,2.71
9934771,15035971,03/05/2014,"Cambridge, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2111,Boston,"Boston, MA",42.35197725,-71.06272741,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$120.00,,,$100.00,$50.00,1,$0.00,1,1125,4 weeks ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
2821825,25188,10/07/2009,US,within a few hours,89%,45%,f,558,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2111,Boston,"Boston, MA",42.35318623,-71.06259648,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$329.00,,"$8,150.00",,$150.00,1,$0.00,30,365,4 weeks ago,,29,59,89,364,06/09/2016,4,95,f,f,super_strict_30,79,0.17
21891,25188,10/07/2009,US,within a few hours,89%,45%,f,558,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2111,Boston,"Boston, MA",42.35217936,-71.06316024,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$349.00,,"$7,400.00",,$200.00,1,$0.00,3,365,6 weeks ago,,29,59,89,364,06/09/2016,21,94,f,f,super_strict_30,79,0.32
13686161,12243051,14/02/2014,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,Downtown,Boston,MA,2110,Boston,"Boston, MA",42.35547818,-71.0580882,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$209.00,,,$400.00,$95.00,1,$10.00,3,1125,today,,9,39,69,116,06/09/2016,1,,f,t,strict,58,0.7
4759640,24559114,06/12/2014,"Framingham, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2114,Boston,"Boston, MA",42.36402595,-71.05949255,t,Apartment,Entire home/apt,2,1.5,0,1,Real Bed,$200.00,"$1,190.00",,,$35.00,1,$0.00,1,1125,14 months ago,,0,0,0,0,06/09/2016,1,100,f,f,flexible,1,0.05
4021522,25188,10/07/2009,US,within a few hours,89%,45%,f,558,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2116,Boston,"Boston, MA",42.35278072,-71.06332536,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$329.00,,,,$200.00,1,$0.00,5,365,5 weeks ago,,29,59,89,364,06/09/2016,6,100,f,f,super_strict_30,79,0.25
9905304,22591136,15/10/2014,"Boston, Massachusetts, United States",within an hour,98%,72%,f,6,6,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,MA,2116,Boston,"Boston, MA",42.35151771,-71.06313824,t,Apartment,Entire home/apt,6,1,2,2,Real Bed,$375.00,"$2,500.00","$6,500.00",,$69.00,4,$20.00,3,1125,a week ago,,4,34,64,339,06/09/2016,1,100,f,f,flexible,2,0.14
3182652,2555135,05/06/2012,"New York, New York, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2116,Boston,"Boston, MA",42.35057185,-71.06422773,t,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,$350.00,,,$300.00,$120.00,5,$50.00,1,1125,9 months ago,,0,0,0,0,06/09/2016,5,90,f,f,flexible,1,0.18
10742655,16938558,18/06/2014,"Boston, Massachusetts, United States",within a few hours,97%,63%,f,2,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2109,Boston,"Boston, MA",42.35970675,-71.05528418,t,Apartment,Private room,8,1,1,2,Real Bed,$70.00,,,,$15.00,1,$50.00,1,1125,2 months ago,,30,60,90,365,06/09/2016,4,80,f,f,strict,2,0.65
13926201,82576049,08/07/2016,"New York, New York, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'google', 'kba']",t,t,Downtown,Boston,MA,,Boston,"Boston, MA",42.36042354,-71.06149584,f,Apartment,Private room,2,1,1,1,Real Bed,$10.00,,,,,1,$0.00,1,1125,2 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
3653207,18477814,20/07/2014,"Andover, Massachusetts, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2116,Boston,"Boston, MA",42.35030998,-71.06534209,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$250.00,,,,,1,$0.00,1,1125,2 weeks ago,,25,55,85,175,06/09/2016,58,91,f,f,strict,1,2.26
7240775,25188,10/07/2009,US,within a few hours,89%,45%,f,558,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2114,Boston,"Boston, MA",42.36427675,-71.05929955,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$329.00,,,,$200.00,1,$0.00,4,365,3 weeks ago,,0,4,34,309,06/09/2016,2,100,f,f,super_strict_30,79,0.16
14421910,4962900,04/02/2013,"Spokane, Washington, United States",within an hour,100%,36%,f,307,307,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2114,Boston,"Boston, MA",42.36574064,-71.05984696,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,$119.00,,,,$119.00,1,$0.00,2,1125,today,,30,60,90,363,06/09/2016,0,,f,f,strict,25,
11357756,56359408,27/01/2016,"Boston, Massachusetts, United States",within an hour,100%,61%,f,3,3,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,MA,2116,Boston,"Boston, MA",42.35239352,-71.06511221,f,Apartment,Entire home/apt,3,1,1,1,Real Bed,$202.00,,,$100.00,$30.00,2,$30.00,2,1125,2 months ago,,29,59,89,364,06/09/2016,0,,f,f,strict,3,
12211821,5618949,25/03/2013,"Boston, Massachusetts, United States",within an hour,100%,94%,f,11,11,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,MA,2116,Boston,"Boston, MA",42.35056387,-71.06565364,t,Apartment,Entire home/apt,3,1,0,2,Real Bed,$158.00,,,$100.00,$40.00,2,$25.00,2,1125,6 days ago,,4,18,48,323,06/09/2016,10,84,f,f,strict,11,2.11
2747654,2356643,12/05/2012,"Cambridge, Massachusetts, United States",within a few hours,94%,84%,f,18,18,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t,Downtown,Boston,MA,2116,Boston,"Boston, MA",42.3503315,-71.06500312,t,Apartment,Entire home/apt,3,1,0,1,Real Bed,$150.00,$393.00,"$1,386.00",$100.00,$45.00,1,$15.00,1,1125,5 days ago,,0,5,30,305,06/09/2016,67,74,f,f,moderate,7,2.36
13081090,12243051,14/02/2014,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,Downtown,Boston,MA,2111,Boston,"Boston, MA",42.35240177,-71.06346105,t,Loft,Entire home/apt,4,2,2,2,Real Bed,$279.00,,,$400.00,$95.00,2,$10.00,3,1125,today,,9,26,49,76,06/09/2016,5,100,f,t,strict,58,1.88
13216268,22304512,08/10/2014,"Quito, Pichincha, Ecuador",within a few hours,100%,69%,f,1,1,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,MA,2111,Boston,"Boston, MA",42.35364834,-71.06173784,t,Loft,Entire home/apt,7,3,3,3,Real Bed,$500.00,,,$500.00,$160.00,1,$0.00,1,600,a week ago,,0,0,13,13,06/09/2016,6,90,f,f,strict,1,4
7838961,25188,10/07/2009,US,within a few hours,89%,45%,f,558,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2111,Boston,"Boston, MA",42.35300317,-71.06361936,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$269.00,,"$6,900.00",,$150.00,1,$0.00,7,365,2 weeks ago,,29,59,89,364,06/09/2016,0,,f,f,super_strict_30,79,
1240598,2356643,12/05/2012,"Cambridge, Massachusetts, United States",within a few hours,94%,84%,f,18,18,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t,Downtown,Boston,MA,2116,Boston,"Boston, MA",42.35257069,-71.06360431,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$152.00,$506.00,"$1,785.00",$100.00,$35.00,1,$15.00,1,1125,today,,0,8,29,303,06/09/2016,76,79,f,f,moderate,7,1.93
8799256,43959997,11/09/2015,"Medford, Massachusetts, United States",within an hour,100%,99%,f,4,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2111,Boston,"Boston, MA",42.35483189,-71.0617905,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,$295.00,,,$300.00,$100.00,4,$45.00,2,1125,3 weeks ago,,5,16,35,36,06/09/2016,43,92,f,f,moderate,4,3.96
4924009,2356643,12/05/2012,"Cambridge, Massachusetts, United States",within a few hours,94%,84%,f,18,18,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t,Downtown,Boston,MA,2116,Boston,"Boston, MA",42.35177642,-71.06368057,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$128.00,$649.00,"$2,289.00",$100.00,$35.00,1,$15.00,1,1125,5 days ago,,2,5,24,299,06/09/2016,52,77,f,f,moderate,7,2.66
12069214,757253,29/06/2011,"Boston, Massachusetts, United States",within a few hours,100%,95%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Downtown,Boston,MA,2116,Boston,"Boston, MA",42.35175908,-71.06320945,t,Apartment,Entire home/apt,3,1,0,1,Real Bed,$220.00,,,$300.00,$60.00,2,$20.00,2,1125,a week ago,,3,8,38,309,06/09/2016,8,100,f,f,strict,2,1.76
497810,2329611,09/05/2012,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Downtown,Boston,MA,02108 02111,Boston,"Boston, MA",42.35439298,-71.06009357,t,Apartment,Entire home/apt,8,1,3,3,Real Bed,$334.00,"$2,525.00","$9,500.00",$300.00,$120.00,4,$60.00,1,31,a week ago,,1,11,33,236,06/09/2016,135,92,f,t,strict,1,5.09
12365454,11272292,13/01/2014,"Boston, Massachusetts, United States",within an hour,97%,100%,f,4,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,MA,2111,Boston,"Boston, MA",42.35537058,-71.06223047,f,Apartment,Entire home/apt,6,1,2,2,Real Bed,$290.00,,,$125.00,$60.00,6,$20.00,1,1125,a week ago,,3,4,30,291,06/09/2016,30,94,f,f,moderate,4,6.98
9299923,12243051,14/02/2014,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,Downtown,Boston,MA,2108,Boston,"Boston, MA",42.35844291,-71.06274136,t,Condominium,Entire home/apt,4,1,1,2,Real Bed,$139.00,,,$400.00,$95.00,1,$10.00,3,1125,today,,1,1,1,1,06/09/2016,14,94,f,t,strict,58,2.28
